"","seqnames","start","end","width","strand","sampleName","median","mean","CN"
"35","Scaffold_1863_HRSCAF_2081",6940001,6990000,50000,"*","April_2017_D8_223_finalmap_mdup.bam",0.999998878155804,0.9569781385815,"CN5"
"36","Scaffold_1863_HRSCAF_2081",7420001,7470000,50000,"*","April_2017_D8_223_finalmap_mdup.bam",1.32010325280574,1.08988296490769,"CN6"
"37","Scaffold_1863_HRSCAF_2081",7810001,7840000,30000,"*","April_2017_D8_223_finalmap_mdup.bam",0.584933407584869,0.492086757937019,"CN3"
"38","Scaffold_1863_HRSCAF_2081",6940001,6990000,50000,"*","April_2017_D8_230_finalmap_mdup.bam",0.999469262743824,0.900928500796604,"CN5"
"39","Scaffold_1863_HRSCAF_2081",7420001,7470000,50000,"*","April_2017_D8_230_finalmap_mdup.bam",1.31186980556645,1.08823137752961,"CN6"
"40","Scaffold_1863_HRSCAF_2081",7810001,7840000,30000,"*","April_2017_D8_230_finalmap_mdup.bam",0.567664356737011,0.389128934610179,"CN3"
"41","Scaffold_1863_HRSCAF_2081",2210001,2240000,30000,"*","April_2017_D8_239_finalmap_mdup.bam",-0.999999803505242,-0.999354883300169,"CN1"
"42","Scaffold_1863_HRSCAF_2081",2310001,2370000,60000,"*","April_2017_D8_239_finalmap_mdup.bam",-0.994497461051061,-0.90745710709438,"CN1"
"43","Scaffold_1863_HRSCAF_2081",5070001,5100000,30000,"*","April_2017_D8_239_finalmap_mdup.bam",-0.998750645668429,-0.992355976779751,"CN1"
"44","Scaffold_1863_HRSCAF_2081",6930001,6990000,60000,"*","April_2017_D8_239_finalmap_mdup.bam",0.999999989494607,1.0502477990948,"CN5"
"45","Scaffold_1863_HRSCAF_2081",7420001,7470000,50000,"*","April_2017_D8_239_finalmap_mdup.bam",0.999999999967597,0.781099574256024,"CN4"
"46","Scaffold_1863_HRSCAF_2081",7900001,7930000,30000,"*","April_2017_D8_239_finalmap_mdup.bam",-0.999469676296599,-0.994483494672512,"CN1"
"47","Scaffold_1863_HRSCAF_2081",8200001,8230000,30000,"*","April_2017_D8_239_finalmap_mdup.bam",-0.99815341177939,-0.861018803887244,"CN1"
"48","Scaffold_1863_HRSCAF_2081",8270001,8320000,50000,"*","April_2017_D8_239_finalmap_mdup.bam",-0.99921454797185,-0.770747092653561,"CN1"
"49","Scaffold_1863_HRSCAF_2081",10260001,10330000,70000,"*","April_2017_D8_239_finalmap_mdup.bam",-0.904639607336241,-0.695822240026869,"CN1"
"50","Scaffold_1863_HRSCAF_2081",6940001,6990000,50000,"*","April_2017_D8_248_finalmap_mdup.bam",0.998641119044978,0.952559859984578,"CN5"
"51","Scaffold_1863_HRSCAF_2081",7420001,7470000,50000,"*","April_2017_D8_248_finalmap_mdup.bam",1.00303573320753,1.02646395380341,"CN6"
"52","Scaffold_1863_HRSCAF_2081",7810001,7840000,30000,"*","April_2017_D8_248_finalmap_mdup.bam",0.584494126681408,0.493903242610342,"CN3"
"53","Scaffold_1863_HRSCAF_2081",9560001,9620000,60000,"*","April_2017_D8_248_finalmap_mdup.bam",0.541400352433094,0.376991269148162,"CN3"
"54","Scaffold_1863_HRSCAF_2081",6940001,6990000,50000,"*","April_2017_D8_249_finalmap_mdup.bam",0.999975650476165,0.989151424805526,"CN5"
"55","Scaffold_1863_HRSCAF_2081",7420001,7470000,50000,"*","April_2017_D8_249_finalmap_mdup.bam",1.16085623268098,1.06055245314174,"CN6"
"56","Scaffold_1863_HRSCAF_2081",6940001,6990000,50000,"*","April_2017_D8_256_finalmap_mdup.bam",0.61397458662819,0.82967155469569,"CN5"
"57","Scaffold_1863_HRSCAF_2081",7420001,7470000,50000,"*","April_2017_D8_256_finalmap_mdup.bam",1.30925405932296,1.08726446610008,"CN6"
"58","Scaffold_1863_HRSCAF_2081",6940001,6990000,50000,"*","April_2017_D8_304_finalmap_mdup.bam",0.781828965301962,0.854841988016448,"CN4"
"59","Scaffold_1863_HRSCAF_2081",7420001,7470000,50000,"*","April_2017_D8_304_finalmap_mdup.bam",1.00000000142755,0.981378343018737,"CN5"
"60","Scaffold_1863_HRSCAF_2081",7810001,7840000,30000,"*","April_2017_D8_304_finalmap_mdup.bam",0.580772811934431,0.629174144351443,"CN3"
"61","Scaffold_1863_HRSCAF_2081",6930001,6990000,60000,"*","April_2017_D8_305_finalmap_mdup.bam",0.9999734514729,0.971022004232155,"CN5"
"62","Scaffold_1863_HRSCAF_2081",7420001,7470000,50000,"*","April_2017_D8_305_finalmap_mdup.bam",1.32192628490442,1.1287768739178,"CN7"
"63","Scaffold_1863_HRSCAF_2081",9560001,9620000,60000,"*","April_2017_D8_305_finalmap_mdup.bam",0.583387481219449,0.488886757264791,"CN3"
"64","Scaffold_1863_HRSCAF_2081",10210001,10240000,30000,"*","April_2017_D8_305_finalmap_mdup.bam",0.58338525702602,0.389465714803044,"CN3"
"65","Scaffold_1863_HRSCAF_2081",110001,140000,30000,"*","April_2017_D8_32_finalmap_mdup.bam",-0.99999995455828,-2.10727901909716,"CN0"
"66","Scaffold_1863_HRSCAF_2081",7440001,7470000,30000,"*","April_2017_D8_32_finalmap_mdup.bam",0.5849718954667,0.705177217374764,"CN4"
"67","Scaffold_1863_HRSCAF_2081",7690001,7740000,50000,"*","April_2017_D8_32_finalmap_mdup.bam",0.584962473610727,0.547302721697363,"CN3"
"68","Scaffold_1863_HRSCAF_2081",6940001,6990000,50000,"*","April_2017_D8_338_finalmap_mdup.bam",0.999992252989995,0.981458610427279,"CN5"
"69","Scaffold_1863_HRSCAF_2081",7420001,7470000,50000,"*","April_2017_D8_338_finalmap_mdup.bam",1.32143874417307,1.15424615438959,"CN6"
"70","Scaffold_1863_HRSCAF_2081",7810001,7840000,30000,"*","April_2017_D8_338_finalmap_mdup.bam",0.584909770585374,0.528247665645516,"CN3"
"71","Scaffold_1863_HRSCAF_2081",6940001,6990000,50000,"*","April_2017_D8_355_finalmap_mdup.bam",0.999427753069958,0.979830668367369,"CN5"
"72","Scaffold_1863_HRSCAF_2081",7420001,7470000,50000,"*","April_2017_D8_355_finalmap_mdup.bam",1.05550375250061,1.1280932504901,"CN7"
"73","Scaffold_1863_HRSCAF_2081",7810001,7840000,30000,"*","April_2017_D8_355_finalmap_mdup.bam",0.584654614162032,0.529765851094437,"CN3"
"74","Scaffold_1863_HRSCAF_2081",9560001,9620000,60000,"*","April_2017_D8_355_finalmap_mdup.bam",0.583353087034764,0.390214848234684,"CN3"
"75","Scaffold_1863_HRSCAF_2081",10210001,10240000,30000,"*","April_2017_D8_355_finalmap_mdup.bam",0.573637123011536,0.386225658415237,"CN3"
"76","Scaffold_1863_HRSCAF_2081",6940001,6990000,50000,"*","April_2017_D8_359_finalmap_mdup.bam",0.999965081705063,0.965758593486574,"CN5"
"77","Scaffold_1863_HRSCAF_2081",7420001,7470000,50000,"*","April_2017_D8_359_finalmap_mdup.bam",1.31924784784964,1.09561676923398,"CN6"
"78","Scaffold_1863_HRSCAF_2081",9560001,9600000,40000,"*","April_2017_D8_359_finalmap_mdup.bam",0.584694243946417,0.514893297831347,"CN3"
"79","Scaffold_1863_HRSCAF_2081",6940001,6990000,50000,"*","April_2017_D8_360_finalmap_mdup.bam",0.999569488111598,0.975007041518236,"CN5"
"80","Scaffold_1863_HRSCAF_2081",7420001,7470000,50000,"*","April_2017_D8_360_finalmap_mdup.bam",1.00039552831708,1.06924235341143,"CN6"
"81","Scaffold_1863_HRSCAF_2081",7810001,7840000,30000,"*","April_2017_D8_360_finalmap_mdup.bam",0.584930416574587,0.528204592314986,"CN3"
"82","Scaffold_1863_HRSCAF_2081",6940001,6990000,50000,"*","April_2017_D8_373_finalmap_mdup.bam",0.584962500721156,0.666098157551648,"CN4"
"83","Scaffold_1863_HRSCAF_2081",7420001,7470000,50000,"*","April_2017_D8_373_finalmap_mdup.bam",0.58496250098579,0.550977500551847,"CN4"
"84","Scaffold_1863_HRSCAF_2081",7810001,7840000,30000,"*","April_2017_D8_373_finalmap_mdup.bam",0.583846834709139,0.396235985370925,"CN3"
"85","Scaffold_1863_HRSCAF_2081",6930001,6990000,60000,"*","April_2017_D8_60_finalmap_mdup.bam",0.622836341025367,0.77681250819499,"CN4"
"86","Scaffold_1863_HRSCAF_2081",7420001,7470000,50000,"*","April_2017_D8_60_finalmap_mdup.bam",1.00000000530074,1.0191235682801,"CN6"
"87","Scaffold_1863_HRSCAF_2081",8770001,8800000,30000,"*","April_2017_D8_9_finalmap_mdup.bam",-5.32192294028948,-3.54796030941568,"CN0"
"88","Scaffold_1863_HRSCAF_2081",9390001,9470000,80000,"*","April_2017_D8_9_finalmap_mdup.bam",-5.32192809191755,-3.91782325412628,"CN1"
"89","Scaffold_1863_HRSCAF_2081",9490001,9530000,40000,"*","April_2017_D8_9_finalmap_mdup.bam",-5.32192775957546,-4.24216508079295,"CN0"
"90","Scaffold_1863_HRSCAF_2081",10250001,10280000,30000,"*","April_2017_D8_9_finalmap_mdup.bam",-5.32192364615764,-3.88039948405225,"CN1"
"91","Scaffold_1863_HRSCAF_2081",8770001,8800000,30000,"*","April_2017_DBunk_103_finalmap_mdup.bam",-5.31900320677722,-3.55240802310313,"CN0"
"92","Scaffold_1863_HRSCAF_2081",9390001,9470000,80000,"*","April_2017_DBunk_103_finalmap_mdup.bam",-5.32192809374429,-3.91725958677223,"CN1"
"93","Scaffold_1863_HRSCAF_2081",9490001,9530000,40000,"*","April_2017_DBunk_103_finalmap_mdup.bam",-5.32192722993205,-4.24177605209628,"CN0"
"94","Scaffold_1863_HRSCAF_2081",10250001,10280000,30000,"*","April_2017_DBunk_103_finalmap_mdup.bam",-5.32192628576701,-3.88121928285808,"CN1"
"95","Scaffold_1863_HRSCAF_2081",8770001,8800000,30000,"*","April_2017_DBunk_111_finalmap_mdup.bam",-5.31535549807328,-3.54586814158166,"CN0"
"96","Scaffold_1863_HRSCAF_2081",9390001,9470000,80000,"*","April_2017_DBunk_111_finalmap_mdup.bam",-5.32192801313326,-3.91831710009088,"CN1"
"97","Scaffold_1863_HRSCAF_2081",9490001,9530000,40000,"*","April_2017_DBunk_111_finalmap_mdup.bam",-5.32192809023996,-4.24139762353679,"CN0"
"98","Scaffold_1863_HRSCAF_2081",10250001,10280000,30000,"*","April_2017_DBunk_111_finalmap_mdup.bam",-5.32192628576701,-3.88100306107734,"CN1"
"99","Scaffold_1863_HRSCAF_2081",6940001,6990000,50000,"*","April_2017_DBunk_121_finalmap_mdup.bam",0.584973411640276,0.666168603497306,"CN4"
"100","Scaffold_1863_HRSCAF_2081",7440001,7470000,30000,"*","April_2017_DBunk_121_finalmap_mdup.bam",0.584962599995133,0.723308366904857,"CN4"
"101","Scaffold_1863_HRSCAF_2081",7690001,7740000,50000,"*","April_2017_DBunk_121_finalmap_mdup.bam",0.584961848229729,0.54935804091445,"CN3"
"102","Scaffold_1863_HRSCAF_2081",10320001,10360000,40000,"*","April_2017_DBunk_121_finalmap_mdup.bam",0.584405827929015,0.438743101390162,"CN3"
"103","Scaffold_1863_HRSCAF_2081",8770001,8800000,30000,"*","April_2017_DBunk_128_finalmap_mdup.bam",-5.32104494792942,-3.54993012671471,"CN0"
"104","Scaffold_1863_HRSCAF_2081",9390001,9470000,80000,"*","April_2017_DBunk_128_finalmap_mdup.bam",-5.32192809163896,-3.98048180063133,"CN1"
"105","Scaffold_1863_HRSCAF_2081",9490001,9530000,40000,"*","April_2017_DBunk_128_finalmap_mdup.bam",-5.32192809432657,-4.24141569370727,"CN0"
"106","Scaffold_1863_HRSCAF_2081",10250001,10280000,30000,"*","April_2017_DBunk_128_finalmap_mdup.bam",-5.32192436264739,-3.88120739022376,"CN1"
"107","Scaffold_1863_HRSCAF_2081",6940001,6990000,50000,"*","April_2017_DBunk_129_finalmap_mdup.bam",0.584959962550983,0.66792550307208,"CN4"
"108","Scaffold_1863_HRSCAF_2081",7080001,7120000,40000,"*","April_2017_DBunk_129_finalmap_mdup.bam",0.58288676597515,0.437886003943525,"CN3"
"109","Scaffold_1863_HRSCAF_2081",7420001,7470000,50000,"*","April_2017_DBunk_129_finalmap_mdup.bam",0.584962499768179,0.522613476944071,"CN3"
"110","Scaffold_1863_HRSCAF_2081",7810001,7840000,30000,"*","April_2017_DBunk_129_finalmap_mdup.bam",0.577366393417405,0.385464054160869,"CN3"
"111","Scaffold_1863_HRSCAF_2081",9560001,9590000,30000,"*","April_2017_DBunk_129_finalmap_mdup.bam",0.584962503273512,0.398854631443156,"CN3"
"112","Scaffold_1863_HRSCAF_2081",7420001,7470000,50000,"*","April_2017_DBunk_13_finalmap_mdup.bam",0.585128647519999,0.633988675709859,"CN4"
"113","Scaffold_1863_HRSCAF_2081",7810001,7840000,30000,"*","April_2017_DBunk_13_finalmap_mdup.bam",0.58491095382574,0.400522808846322,"CN3"
"114","Scaffold_1863_HRSCAF_2081",8770001,8800000,30000,"*","April_2017_DBunk_131_finalmap_mdup.bam",-5.32192798996487,-3.5479666800493,"CN0"
"115","Scaffold_1863_HRSCAF_2081",9390001,9530000,140000,"*","April_2017_DBunk_131_finalmap_mdup.bam",-5.32192809167277,-3.58975201772379,"CN1"
"116","Scaffold_1863_HRSCAF_2081",10250001,10280000,30000,"*","April_2017_DBunk_131_finalmap_mdup.bam",-5.32192628576701,-3.88057283379319,"CN1"
"117","Scaffold_1863_HRSCAF_2081",8770001,8800000,30000,"*","April_2017_DBunk_132_finalmap_mdup.bam",-5.32074565454948,-3.54772660087677,"CN0"
"118","Scaffold_1863_HRSCAF_2081",9400001,9470000,70000,"*","April_2017_DBunk_132_finalmap_mdup.bam",-5.32192809311718,-3.5752410335625,"CN1"
"119","Scaffold_1863_HRSCAF_2081",9490001,9530000,40000,"*","April_2017_DBunk_132_finalmap_mdup.bam",-5.31446880933115,-4.40080274585399,"CN0"
"120","Scaffold_1863_HRSCAF_2081",8770001,8800000,30000,"*","April_2017_DBunk_133_finalmap_mdup.bam",-5.32192789944691,-3.60543163852085,"CN0"
"121","Scaffold_1863_HRSCAF_2081",9390001,9470000,80000,"*","April_2017_DBunk_133_finalmap_mdup.bam",-5.32192809044532,-4.11499974199221,"CN1"
"122","Scaffold_1863_HRSCAF_2081",9490001,9530000,40000,"*","April_2017_DBunk_133_finalmap_mdup.bam",-5.32192783701005,-5.06721063309095,"CN0"
"123","Scaffold_1863_HRSCAF_2081",10250001,10280000,30000,"*","April_2017_DBunk_133_finalmap_mdup.bam",-5.32192477153283,-3.8789654761742,"CN1"
"124","Scaffold_1863_HRSCAF_2081",9560001,9590000,30000,"*","April_2017_DBunk_137_finalmap_mdup.bam",0.584962919333159,0.530545493044828,"CN4"
"125","Scaffold_1863_HRSCAF_2081",10280001,10350000,70000,"*","April_2017_DBunk_137_finalmap_mdup.bam",0.536910422400051,0.456123407014067,"CN3"
"126","Scaffold_1863_HRSCAF_2081",7850001,7890000,40000,"*","April_2017_DBunk_139_finalmap_mdup.bam",-5.32192791476434,-4.24144597777796,"CN0"
"127","Scaffold_1863_HRSCAF_2081",7920001,7950000,30000,"*","April_2017_DBunk_139_finalmap_mdup.bam",-5.32192809488467,-3.88122961216581,"CN0"
"128","Scaffold_1863_HRSCAF_2081",8770001,8800000,30000,"*","April_2017_DBunk_139_finalmap_mdup.bam",0.99723008335657,0.862014853206773,"CN4"
"129","Scaffold_1863_HRSCAF_2081",8910001,8970000,60000,"*","April_2017_DBunk_139_finalmap_mdup.bam",-1.0000824995483,-2.1224951296217,"CN1"
"130","Scaffold_1863_HRSCAF_2081",9380001,9480000,100000,"*","April_2017_DBunk_139_finalmap_mdup.bam",0.994565447379767,0.927488700479066,"CN3"
"131","Scaffold_1863_HRSCAF_2081",7850001,7890000,40000,"*","April_2017_DBunk_142_finalmap_mdup.bam",-5.32179043967933,-4.24111271564258,"CN0"
"132","Scaffold_1863_HRSCAF_2081",7920001,7950000,30000,"*","April_2017_DBunk_142_finalmap_mdup.bam",-5.32192809402044,-3.88128061145532,"CN0"
"133","Scaffold_1863_HRSCAF_2081",6950001,6990000,40000,"*","April_2017_DBunk_151_finalmap_mdup.bam",0.584961464279961,0.688719617490504,"CN3"
"134","Scaffold_1863_HRSCAF_2081",7420001,7470000,50000,"*","April_2017_DBunk_151_finalmap_mdup.bam",1.32192808519065,1.14590367184243,"CN6"
"135","Scaffold_1863_HRSCAF_2081",8930001,8960000,30000,"*","April_2017_DBunk_151_finalmap_mdup.bam",0.584686621586458,0.389883997285745,"CN3"
"136","Scaffold_1863_HRSCAF_2081",10210001,10240000,30000,"*","April_2017_DBunk_151_finalmap_mdup.bam",0.577126050341808,0.387715191231935,"CN3"
"137","Scaffold_1863_HRSCAF_2081",7440001,7470000,30000,"*","April_2017_DBunk_152_finalmap_mdup.bam",0.572858609692347,0.523798480490708,"CN3"
"138","Scaffold_1863_HRSCAF_2081",7710001,7750000,40000,"*","April_2017_DBunk_152_finalmap_mdup.bam",0.595106921834792,0.547617328347705,"CN3"
"139","Scaffold_1863_HRSCAF_2081",9560001,9590000,30000,"*","April_2017_DBunk_152_finalmap_mdup.bam",0.584962487654302,0.439991127693927,"CN3"
"140","Scaffold_1863_HRSCAF_2081",8770001,8800000,30000,"*","April_2017_DBunk_160_finalmap_mdup.bam",-5.32112052458482,-3.59061423822603,"CN0"
"141","Scaffold_1863_HRSCAF_2081",9390001,9510000,120000,"*","April_2017_DBunk_160_finalmap_mdup.bam",-5.32192804685302,-3.49889219794841,"CN1"
"142","Scaffold_1863_HRSCAF_2081",110001,140000,30000,"*","April_2017_DBunk_185_finalmap_mdup.bam",-0.999999149351102,-2.10728798337481,"CN0"
"143","Scaffold_1863_HRSCAF_2081",6950001,6990000,40000,"*","April_2017_DBunk_185_finalmap_mdup.bam",0.602909303860792,0.697691474510096,"CN3"
"144","Scaffold_1863_HRSCAF_2081",7420001,7470000,50000,"*","April_2017_DBunk_185_finalmap_mdup.bam",0.999999715393534,0.930539438423173,"CN5"
"145","Scaffold_1863_HRSCAF_2081",7680001,7750000,70000,"*","April_2017_DBunk_185_finalmap_mdup.bam",0.584962574164354,0.570430108212123,"CN3"
"146","Scaffold_1863_HRSCAF_2081",8770001,8800000,30000,"*","April_2017_DBunk_19_finalmap_mdup.bam",-5.32155131537456,-3.55011453111667,"CN0"
"147","Scaffold_1863_HRSCAF_2081",9390001,9470000,80000,"*","April_2017_DBunk_19_finalmap_mdup.bam",-5.3219251454517,-3.91832438160106,"CN1"
"148","Scaffold_1863_HRSCAF_2081",9490001,9530000,40000,"*","April_2017_DBunk_19_finalmap_mdup.bam",-5.32149316574282,-4.24118309837376,"CN0"
"149","Scaffold_1863_HRSCAF_2081",6950001,6990000,40000,"*","April_2017_DBunk_203_finalmap_mdup.bam",0.776923470011179,0.784702984409203,"CN3"
"150","Scaffold_1863_HRSCAF_2081",7080001,7120000,40000,"*","April_2017_DBunk_203_finalmap_mdup.bam",0.792481250335011,0.64631251373798,"CN3"
"151","Scaffold_1863_HRSCAF_2081",7420001,7470000,50000,"*","April_2017_DBunk_203_finalmap_mdup.bam",1.32192666981771,1.21902023339238,"CN7"
"152","Scaffold_1863_HRSCAF_2081",7680001,7740000,60000,"*","April_2017_DBunk_203_finalmap_mdup.bam",0.584959572628845,0.62348639481413,"CN3"
"153","Scaffold_1863_HRSCAF_2081",6950001,6990000,40000,"*","April_2017_DBunk_21_finalmap_mdup.bam",0.579106332481194,0.444016926609682,"CN3"
"154","Scaffold_1863_HRSCAF_2081",7420001,7470000,50000,"*","April_2017_DBunk_21_finalmap_mdup.bam",0.999999906218978,0.916591260051523,"CN5"
"155","Scaffold_1863_HRSCAF_2081",7690001,7740000,50000,"*","April_2017_DBunk_21_finalmap_mdup.bam",0.584962432185021,0.522007373280508,"CN3"
"156","Scaffold_1863_HRSCAF_2081",10320001,10360000,40000,"*","April_2017_DBunk_21_finalmap_mdup.bam",0.583223603615596,0.438539882921324,"CN3"
"157","Scaffold_1863_HRSCAF_2081",7440001,7470000,30000,"*","April_2017_DBunk_213_finalmap_mdup.bam",1.23877038429476,1.27457762393185,"CN6"
"158","Scaffold_1863_HRSCAF_2081",7850001,7890000,40000,"*","April_2017_DBunk_213_finalmap_mdup.bam",-5.30591493581094,-4.23343949038602,"CN0"
"159","Scaffold_1863_HRSCAF_2081",7920001,7950000,30000,"*","April_2017_DBunk_213_finalmap_mdup.bam",-5.3219280948853,-3.8814198460271,"CN0"
"160","Scaffold_1863_HRSCAF_2081",8770001,8800000,30000,"*","April_2017_DBunk_230_finalmap_mdup.bam",-5.2667616400113,-3.52959690927499,"CN0"
"161","Scaffold_1863_HRSCAF_2081",9390001,9470000,80000,"*","April_2017_DBunk_230_finalmap_mdup.bam",-5.32192621414479,-3.91832596312223,"CN1"
"162","Scaffold_1863_HRSCAF_2081",9490001,9530000,40000,"*","April_2017_DBunk_230_finalmap_mdup.bam",-5.32192805363457,-4.24120613677494,"CN0"
"163","Scaffold_1863_HRSCAF_2081",10250001,10280000,30000,"*","April_2017_DBunk_230_finalmap_mdup.bam",-5.32192538634573,-3.88097595604402,"CN1"
"164","Scaffold_1863_HRSCAF_2081",7080001,7120000,40000,"*","April_2017_DBunk_232_finalmap_mdup.bam",0.584582715564987,0.438538546646485,"CN3"
"165","Scaffold_1863_HRSCAF_2081",7440001,7470000,30000,"*","April_2017_DBunk_232_finalmap_mdup.bam",1,0.968963533734293,"CN5"
"166","Scaffold_1863_HRSCAF_2081",7690001,7740000,50000,"*","April_2017_DBunk_232_finalmap_mdup.bam",0.584962507480389,0.550657152743048,"CN3"
"167","Scaffold_1863_HRSCAF_2081",7810001,7840000,30000,"*","April_2017_DBunk_232_finalmap_mdup.bam",0.584917385624128,0.391753133242561,"CN3"
"168","Scaffold_1863_HRSCAF_2081",7420001,7470000,50000,"*","April_2017_DBunk_233_finalmap_mdup.bam",0.631955207039844,0.70776935364522,"CN4"
"169","Scaffold_1863_HRSCAF_2081",7690001,7740000,50000,"*","April_2017_DBunk_233_finalmap_mdup.bam",0.584953359003936,0.549871032590885,"CN3"
"170","Scaffold_1863_HRSCAF_2081",7810001,7840000,30000,"*","April_2017_DBunk_233_finalmap_mdup.bam",0.583249769437946,0.390367614377624,"CN3"
